subjectID,list_number,tar_name,voice_type,comp_type,has_comp,upper_left,upper_right,lower_left,lower_right,clicked,correct,AudioPlayedTime,TapTime,RT,
69,8,Scissors,womens,mens,no_competitor,Distractors/accordion.jpg,scissors_womens.jpg,Distractors/apple.jpg,Distractors/cricket.jpg,upperRight,upperRight,14.299614512471654,16.91573696145125,2.616122448979594,
69,8,Glasses,womens,mens,competitor,Distractors/kettle.jpg,glasses_womens.jpg,Distractors/giraffe.jpg,glasses_mens.jpg,upperRight,upperRight,18.17734693877551,20.764444444444443,2.5870975056689325,
69,8,Boot,womens,mens,no_competitor,Distractors/potato.jpg,Distractors/zebra.jpg,Distractors/trumpet.jpg,boot_womens.jpg,lowerRight,lowerRight,22.020249433106574,26.354648526077096,4.334399092970521,
69,8,Pajamas,womens,mens,no_competitor,pajamas_womens.jpg,Distractors/spoon.jpg,Distractors/mouse.jpg,Distractors/peanut.jpg,upperLeft,upperLeft,27.61625850340136,30.09886621315193,2.4826077097505674,
69,8,Watch,womens,mens,competitor,Distractors/cow.jpg,Distractors/violin.jpg,watch_mens.jpg,watch_womens.jpg,lowerLeft,lowerRight,31.36047619047619,34.73124716553288,3.3707709750566863,
69,8,Swimsuit,womens,mens,competitor,swimsuit_womens.jpg,Distractors/door.jpg,swimsuit_mens.jpg,Distractors/eggplant.jpg,lowerLeft,upperLeft,35.99285714285714,41.43020408163265,5.437346938775512,
69,8,Hat,womens,mens,competitor,hat_womens.jpg,Distractors/frenchhorn.jpg,hat_mens.jpg,Distractors/rope.jpg,upperLeft,upperLeft,42.69761904761905,48.529705215419504,5.832086167800455,
69,8,Gloves,womens,mens,competitor,Distractors/board.jpg,gloves_mens.jpg,Distractors/arrows.jpg,gloves_womens.jpg,upperRight,lowerRight,49.79131519274377,63.58204081632653,13.790725623582766,
69,8,Bike,womens,mens,no_competitor,Distractors/lemon.jpg,Distractors/stone.jpg,bike_womens.jpg,Distractors/accordion.jpg,lowerLeft,lowerLeft,64.8436507936508,70.18231292517007,5.338662131519271,
69,8,Shirt,womens,mens,no_competitor,Distractors/blueberry.jpg,shirt_womens.jpg,Distractors/snail.jpg,Distractors/tree.jpg,upperRight,upperRight,71.44972789115646,74.25160997732426,2.801882086167808,
69,8,Clock,womens,mens,competitor,Distractors/celery.jpg,Distractors/drum.jpg,clock_womens.jpg,clock_mens.jpg,lowerLeft,lowerLeft,75.51321995464852,84.95020408163265,9.436984126984129,
69,8,Socks,womens,mens,no_competitor,Distractors/mushroom.jpg,Distractors/hay.jpg,socks_womens.jpg,Distractors/frog.jpg,lowerLeft,lowerLeft,86.21181405895692,88.83374149659863,2.621927437641716,
69,8,Socks,womens,mens,no_competitor,Distractors/mushroom.jpg,Distractors/hay.jpg,socks_womens.jpg,Distractors/frog.jpg,lowerLeft,lowerLeft,86.21181405895692,89.88444444444444,3.6726303854875226,
69,8,Ring,mens,womens,no_competitor,Distractors/barbell.jpg,ring_mens.jpg,Distractors/garbagecan.jpg,Distractors/arrows.jpg,upperRight,upperRight,105.20573696145125,108.00181405895691,2.796077097505659,
69,8,Lamp,mens,womens,competitor,Distractors/axe.jpg,lamp_womens.jpg,Distractors/ambulance.jpg,lamp_mens.jpg,upperRight,lowerRight,109.26342403628118,112.85478458049887,3.591360544217693,
69,8,Car,mens,womens,no_competitor,Distractors/ball.jpg,car_mens.jpg,Distractors/earthworm.jpg,Distractors/dice.jpg,upperRight,upperRight,114.11639455782313,119.72208616780046,5.6056916099773275,
69,8,Sweater,mens,womens,competitor,Distractors/acorn.jpg,sweater_mens.jpg,Distractors/stoplight.jpg,sweater_womens.jpg,upperRight,upperRight,120.97789115646259,126.20045351473922,5.222562358276633,
69,8,Sofa,mens,womens,competitor,Distractors/beans.jpg,sofa_mens.jpg,Distractors/raccoon.jpg,sofa_womens.jpg,upperRight,upperRight,127.46206349206349,142.785306122449,15.323242630385494,
69,8,Pants,mens,womens,competitor,Distractors/mixer.jpg,Distractors/badger.jpg,pants_mens.jpg,pants_womens.jpg,lowerRight,lowerLeft,144.04691609977326,148.60190476190476,4.554988662131507,
69,8,Desk,mens,womens,no_competitor,desk_mens.jpg,Distractors/sousaphone.jpg,Distractors/bikepump.jpg,Distractors/cookie.jpg,upperLeft,upperLeft,149.86351473922903,153.8031746031746,3.9396598639455647,
69,8,Belt,mens,womens,no_competitor,Distractors/cymbals.jpg,Distractors/sheep.jpg,belt_mens.jpg,Distractors/flag.jpg,lowerLeft,lowerLeft,155.06478458049887,158.45297052154194,3.3881859410430764,
69,8,Chair,mens,womens,no_competitor,Distractors/brannockdevice.jpg,Distractors/anchor.jpg,chair_mens.jpg,Distractors/barn.jpg,lowerLeft,lowerLeft,159.7145804988662,163.00408163265305,3.2895011337868425,
69,8,Mug,mens,womens,competitor,mug_mens.jpg,mug_womens.jpg,Distractors/nut.jpg,Distractors/dart.jpg,upperLeft,upperLeft,164.26569160997732,184.22131519274376,19.955623582766435,
69,8,Coat,mens,womens,no_competitor,Distractors/birdbath.jpg,Distractors/pail.jpg,Distractors/flashdrive.jpg,coat_mens.jpg,lowerRight,lowerRight,185.48292517006803,194.0433560090703,8.560430839002265,
69,8,Swimsuit,mens,womens,competitor,Distractors/sponge.jpg,swimsuit_womens.jpg,Distractors/cot.jpg,swimsuit_mens.jpg,lowerRight,lowerRight,195.3107709750567,194.82122448979592,-0.4895464852607745,
